,,,,,Quantity,Delta,Price,Price Change,Price Change (%),Period PnL,Traded Delta,Traded PnL,YTD PnL,Period Delta Change,Mkt Value,%Delta,$Gamma,$Vega,$Theta,ImpliedVol
Bouchra,Crypto,SOL,Core,,22357.409965600003,4022089.256159219,179.899606544218,-2.6994454633559997,-1.4783458258282907,-60352.60890402872,0.0,0.0,659599.1757883517,-60352.60890402872,4022089.256159219,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,SOL,Core,SOL,22357.409965600003,4022089.256159219,179.899606544218,-2.6994454633559997,-1.4783458258282907,-60352.60890402872,0.0,0.0,659599.1757883517,-60352.60890402872,4022089.256159219,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,STRK,,,-779951.8,-456870.0260306001,0.585767,-0.009861000000000009,-1.655563539658983,7691.104699799966,0.0,0.0,63070.67751471192,7691.104699799966,-456870.0260306001,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,STRK,RelativeValue,,-779951.8,-456870.0260306001,0.585767,-0.009861000000000009,-1.655563539658983,7691.104699799966,0.0,0.0,63070.67751471192,7691.104699799966,-456870.0260306001,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,STRK,RelativeValue,STRK,-779951.8,-456870.0260306001,0.585767,-0.009861000000000009,-1.655563539658983,7691.104699799966,0.0,0.0,63070.67751471192,7691.104699799966,-456870.0260306001,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,STX,,,269995.74,502815.473432315,1.862308914327,-0.023139492724000066,-1.2272673512287817,-6247.564461241054,0.0,0.0,-318777.45180894504,-6247.564461241054,502815.473432315,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,STX,Core,,269995.74,502815.473432315,1.862308914327,-0.023139492724000066,-1.2272673512287817,-6247.564461241054,0.0,0.0,-318777.45180894504,-6247.564461241054,502815.473432315,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,STX,Core,STX,269995.74,502815.473432315,1.862308914327,-0.023139492724000066,-1.2272673512287817,-6247.564461241054,0.0,0.0,-318777.45180894504,-6247.564461241054,502815.473432315,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,TON,,,48638.1323,339007.78213099996,6.97,-0.04999999999999982,-0.7122507122507098,-2431.9066149999853,0.0,0.0,-10992.217899800045,-2431.9066149999853,339007.78213099996,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,TON,Core,,48638.1323,339007.78213099996,6.97,-0.04999999999999982,-0.7122507122507098,-2431.9066149999853,0.0,0.0,-10992.217899800045,-2431.9066149999853,339007.78213099996,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,TON,Core,TON,48638.1323,339007.78213099996,6.97,-0.04999999999999982,-0.7122507122507098,-2431.9066149999853,0.0,0.0,-10992.217899800045,-2431.9066149999853,339007.78213099996,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,WLD,,,-176133.0,-408628.55999999994,2.32,-0.050000000000000266,-2.109704641350222,8806.650000000052,0.0,0.0,41299.465335000015,8806.650000000052,-408628.55999999994,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,WLD,RelativeValue,,-176133.0,-408628.55999999994,2.32,-0.050000000000000266,-2.109704641350222,8806.650000000052,0.0,0.0,41299.465335000015,8806.650000000052,-408628.55999999994,0.0,0.0,0.0,0.0,0.0
Bouchra,Crypto,WLD,RelativeValue,WLD,-176133.0,-408628.55999999994,2.32,-0.050000000000000266,-2.109704641350222,8806.650000000052,0.0,0.0,41299.465335000015,8806.650000000052,-408628.55999999994,0.0,0.0,0.0,0.0,0.0
Bouchra,Equities,,,,0.0,996303.0794500104,1.5570859295504633,-154.59049103988883,-99.00584983315501,530.222673396649,0.0,0.0,-35965.60897581896,530.222673396649,81116.30168743037,18.854823059906167,0.0017829071552455389,2287.27649140541,-0.21119366380067173,0.4826246235152487
Bouchra,Equities,NVDA,,,0.0,996303.0794500104,1.5570859295504633,-154.59049103988883,-99.00584983315501,530.222673396649,0.0,0.0,-35965.60897581896,530.222673396649,81116.30168743037,18.854823059906167,0.0017829071552455389,2287.27649140541,-0.21119366380067173,0.4826246235152487
Bouchra,Equities,NVDA,E_CRYPTO_OPTIONS ,,0.0,996303.0794500104,1.5570859295504633,-154.59049103988883,-99.00584983315501,530.222673396649,0.0,0.0,-35965.60897581896,530.222673396649,81116.30168743037,18.854823059906167,0.0017829071552455389,2287.27649140541,-0.21119366380067173,0.4826246235152487
Bouchra,Equities,NVDA,E_CRYPTO_OPTIONS ,NVDA/16Aug2024/C135.0,530.0,1732693.7053600333,2.322334058677165,-229.81974135489833,-98.9996065751804,-0.015245633760059718,0.0,0.0,-156494.71527643874,-0.015245633760059718,123083.70510988974,26.462954559978026,0.0002353672812205332,5495.742627952361,-0.3225420754296726,0.4842569262291156
Bouchra,Equities,NVDA,E_CRYPTO_OPTIONS ,NVDA/16Aug2024/C145.0,-530.0,-736390.6259100229,0.7918378004237616,-79.36124072487932,-99.01209309112963,530.2379190304091,0.0,0.0,120529.10630061978,530.2379190304091,-41967.40342245936,11.246691559834304,0.0015475398740250057,-3208.4661365469506,0.11134841162900089,0.48099232080138177
CryptoHedges,,,,,,28910722.464122802,,,,-1033359.9558710051,0.0,0.0,-59708617.34986986,-1033359.9558710051,8245401.326333761,,0.010242473535981844,-25646.594797489273,-3.8033744529999147,
CryptoHedges,Crypto,,,,-8500000.0,-9212000.164614145,1.083764725248723,7.112759880123498e-05,0.006563441821145848,2885.4074209551327,0.0,0.0,-116334.51964735007,2885.4074209551327,-9212000.164614145,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Crypto,BTC,,,-8500000.0,-9212000.164614145,1.083764725248723,7.112759880123498e-05,0.006563441821145848,2885.4074209551327,0.0,0.0,-116334.51964735007,2885.4074209551327,-9212000.164614145,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Crypto,BTC,E_CRYPTO_EQUITY ,,-8500000.0,-9212000.164614145,1.083764725248723,7.112759880123498e-05,0.006563441821145848,2885.4074209551327,0.0,0.0,-116334.51964735007,2885.4074209551327,-9212000.164614145,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Crypto,BTC,E_CRYPTO_EQUITY ,USD/EUR/18Sep2024,-8500000.0,-9212000.164614145,1.083764725248723,7.112759880123498e-05,0.006563441821145848,2885.4074209551327,0.0,0.0,-116334.51964735007,2885.4074209551327,-9212000.164614145,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,,,,,38122722.62873694,,,,-1036245.3632919602,0.0,0.0,-59592282.8302225,-1036245.3632919602,17457401.490947902,,0.010242473535981844,-25646.594797489273,-3.8033744529999147,
CryptoHedges,Equities,BTC,,,2590.0991114999974,175420685.45932785,67727.40266210769,-400.14614211258595,-0.5873485089893594,-1036418.1671559843,0.0,0.0,84120299.98550893,-1036418.1671559843,175420685.45932785,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,BTC,MSTRspread,,2590.0991114999974,175420685.45932785,67727.40266210769,-400.14614211258595,-0.5873485089893594,-1036418.1671559843,0.0,0.0,84120299.98550893,-1036418.1671559843,175420685.45932785,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,BTC,MSTRspread,BTC,2590.0991114999974,175420685.45932785,67727.40266210769,-400.14614211258595,-0.5873485089893594,-1036418.1671559843,0.0,0.0,84120299.98550893,-1036418.1671559843,175420685.45932785,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,MSTR,,,,-137297962.8305909,,,,172.80386402407294,0.0,0.0,-143712582.81573144,172.80386402407294,-157963283.96837994,,0.010242473535981844,-25646.594797489273,-3.8033744529999147,
CryptoHedges,Equities,MSTR,E_MSTR_EQUITY ,,-89000.0,-160144984.47817886,1799.3818480694272,-0.0012150336453942145,-6.752501289519e-05,108.13799446991743,0.0,0.0,-145799354.05761936,108.13799446991743,-160144984.47817886,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,MSTR,E_MSTR_EQUITY ,MSTR,-89000.0,-160144984.47817886,1799.3818480694272,-0.0012150336453942145,-6.752501289519e-05,108.13799446991743,0.0,0.0,-145799354.05761936,108.13799446991743,-160144984.47817886,0.0,0.0,0.0,0.0,0.0
CryptoHedges,Equities,MSTR,E_MSTR_OPTIONS ,,-465.0,22847021.64758799,88.27372486527855,-8735.717778629525,-98.99965156042354,64.6658695541555,0.0,0.0,2086771.2418879145,64.6658695541555,2181700.509798904,23.695019736793526,0.010242473535981844,-25646.594797489273,-3.8033744529999147,1.1125527128366213
CryptoHedges,Equities,MSTR,E_MSTR_OPTIONS ,MSTR/02Aug2024/C1700.0,600.0,71635920.21409206,181.04999999999978,-17916.839822932554,-98.99960712673483,-7.332361485809088,0.0,0.0,3158974.561398046,-7.332361485809088,10862999.999999987,66.32623944181685,0.027284841053187847,65235.008787198014,-28.480250577217703,1.065941328768777
CryptoHedges,Equities,MSTR,E_MSTR_OPTIONS ,MSTR/02Aug2024/C1800.0,-600.0,-58303448.77102397,131.96999999999971,-13059.84728766867,-98.99960712673483,5.344665830954909,0.0,0.0,-2570890.0280353706,5.344665830954909,-7918199.999999982,53.9819756892007,-0.013642420526593924,-70936.15435567813,20.759672292916775,1.1003219454094173
CryptoHedges,Equities,MSTR,E_MSTR_OPTIONS ,MSTR/02Aug2024/P1555.0,-165.0,5220517.61541755,32.529443972765954,-3219.4092669785546,-98.99969074253401,45.21038893132936,0.0,0.0,673557.3230769634,45.21038893132936,-536735.8255506383,-17.576621557533404,0.0007034373084024992,-12706.253668667245,2.744230222991888,1.0589743633538191
CryptoHedges,Equities,MSTR,E_MSTR_OPTIONS ,MSTR/26Jul2024/P1550.0,-300.0,4294032.589102342,7.545455488348752,-746.7747369383243,-98.99970124569053,21.443176277680323,0.0,0.0,825129.3854482757,21.443176277680323,-226363.66465046257,-7.951514626310058,-0.004103384299014579,-7239.195560341916,1.1729736083091247,1.2249732138144716
Eduardo,,,,,,502269.6688995907,,,,-4529.72125238349,0.0,0.0,318634.5710698005,-4529.72125238349,502269.6688995907,,0.0,0.0,0.0,
Eduardo,Crypto,,,,,502269.6688995907,,,,-4529.72125238349,0.0,0.0,318634.5710698005,-4529.72125238349,502269.6688995907,,0.0,0.0,0.0,
Eduardo,Crypto,BTC,,,2.2890980000000027,155034.66197902645,67727.40266210769,-400.14614211258595,-0.5873485089893594,-915.9737336179242,0.0,0.0,289815.55352836463,-915.9737336179242,155034.66197902645,0.0,0.0,0.0,0.0,0.0
Eduardo,Crypto,BTC,Core,,2.2890980000000027,155034.66197902645,67727.40266210769,-400.14614211258595,-0.5873485089893594,-915.9737336179242,0.0,0.0,289815.55352836463,-915.9737336179242,155034.66197902645,0.0,0.0,0.0,0.0,0.0
Eduardo,Crypto,BTC,Core,BTC,2.2890980000000027,155034.66197902645,67727.40266210769,-400.14614211258595,-0.5873485089893594,-915.9737336179242,0.0,0.0,289815.55352836463,-915.9737336179242,155034.66197902645,0.0,0.0,0.0,0.0,0.0
Eduardo,Crypto,ETH,,,100.5746,347235.0069205642,3452.51193562355,-35.93101557217915,-1.0300015243151137,-3613.7475187655655,0.0,0.0,28819.017541435926,-3613.7475187655655,347235.0069205642,0.0,0.0,0.0,0.0,0.0
Eduardo,Crypto,ETH,Core,,100.5746,347235.0069205642,3452.51193562355,-35.93101557217915,-1.0300015243151137,-3613.7475187655655,0.0,0.0,28819.017541435926,-3613.7475187655655,347235.0069205642,0.0,0.0,0.0,0.0,0.0
Eduardo,Crypto,ETH,Core,ETH,100.5746,347235.0069205642,3452.51193562355,-35.93101557217915,-1.0300015243151137,-3613.7475187655655,0.0,0.0,28819.017541435926,-3613.7475187655655,347235.0069205642,0.0,0.0,0.0,0.0,0.0
Felman,,,,,,3917287.8417322403,,,,52854.317794740185,0.0,0.0,1423194.0452576126,52854.317794740185,4187850.0430039493,,0.6610112457394735,-956.7149561578448,0.23356398127630795,
Felman,Crypto,,,,,3917287.8417322403,,,,52854.317794740185,0.0,0.0,1423194.0452576126,52854.317794740185,4187850.0430039493,,0.6610112457394735,-956.7149561578448,0.23356398127630795,
Felman,Crypto,ALT,,,-3357132.0,-495606.68289600004,0.147628,-0.002918999999999977,-1.9389293708941244,9799.468307999967,0.0,0.0,179862.13215074,9799.468307999967,-495606.68289600004,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ALT,Core,,-3357132.0,-495606.68289600004,0.147628,-0.002918999999999977,-1.9389293708941244,9799.468307999967,0.0,0.0,179862.13215074,9799.468307999967,-495606.68289600004,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ALT,Core,ALT,-3357132.0,-495606.68289600004,0.147628,-0.002918999999999977,-1.9389293708941244,9799.468307999967,0.0,0.0,179862.13215074,9799.468307999967,-495606.68289600004,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ARKM,,,-483787.0,-735356.24,1.52,-0.030000000000000027,-1.9354838709677438,14513.610000000011,0.0,0.0,-3567.2863557400415,14513.610000000011,-735356.24,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ARKM,Core,,-483787.0,-735356.24,1.52,-0.030000000000000027,-1.9354838709677438,14513.610000000011,0.0,0.0,-3567.2863557400415,14513.610000000011,-735356.24,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ARKM,Core,ARKM,-483787.0,-735356.24,1.52,-0.030000000000000027,-1.9354838709677438,14513.610000000011,0.0,0.0,-3567.2863557400415,14513.610000000011,-735356.24,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ASTR,,,19730087.230039,1524070.3181715924,0.077246,-0.00044399999999999995,-0.5715021238254602,-8760.158730137278,0.0,0.0,23620.40004139248,-8760.158730137278,1524070.3181715924,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ASTR,Core,,19730087.230039,1524070.3181715924,0.077246,-0.00044399999999999995,-0.5715021238254602,-8760.158730137278,0.0,0.0,23620.40004139248,-8760.158730137278,1524070.3181715924,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ASTR,Core,ASTR,19730087.230039,1524070.3181715924,0.077246,-0.00044399999999999995,-0.5715021238254602,-8760.158730137278,0.0,0.0,23620.40004139248,-8760.158730137278,1524070.3181715924,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,BTC,,,,3086147.5520232474,,,,1.3792560771444187,0.0,0.0,725216.4198653313,1.3792560771444187,3356709.753294957,,0.6610112457394735,-956.7149561578448,0.23356398127630795,
Felman,Crypto,BTC,E_CRYPTO_EQUITY ,,,3086147.5520232474,,,,1.3792560771444187,0.0,0.0,725216.4198653313,1.3792560771444187,3356709.753294957,,0.6610112457394735,-956.7149561578448,0.23356398127630795,
Felman,Crypto,BTC,E_CRYPTO_EQUITY ,FIP,200000.0,1977221.8586189174,9.886109293094588,-6.675601083472316e-06,-6.752501290305078e-05,-1.3351202167332303,0.0,0.0,99231.88201891756,-1.3351202167332303,1977221.8586189174,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,BTC,E_CRYPTO_EQUITY ,WULF,252500.0,1443731.8151685046,5.7177497630435825,-3.860913873054983e-06,-6.752501291552172e-05,-0.9748807529740589,0.0,0.0,618203.1851685046,-0.9748807529740589,1443731.8151685046,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,BTC,E_CRYPTO_EQUITY ,WULF/16Aug2024/C7.0,-1800.0,-334806.12176417455,0.356910669402583,-35.322165207896205,-98.99966391890305,3.689257046851708,0.0,0.0,7781.352677909039,3.689257046851708,-64243.92049246493,32.51807709442255,0.6610112457394735,-956.7149561578448,0.23356398127630795,1.3278449618177355
Felman,Crypto,ETHFI,,,-219398.90000000002,-548497.25,2.5,-0.06000000000000005,-2.343750000000002,13163.934000000008,0.0,0.0,-48705.081370547996,13163.934000000008,-548497.25,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ETHFI,Core,,-219398.90000000002,-548497.25,2.5,-0.06000000000000005,-2.343750000000002,13163.934000000008,0.0,0.0,-48705.081370547996,13163.934000000008,-548497.25,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ETHFI,Core,ETHFI,-219398.90000000002,-548497.25,2.5,-0.06000000000000005,-2.343750000000002,13163.934000000008,0.0,0.0,-48705.081370547996,13163.934000000008,-548497.25,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ILV,,,6578.286,473702.37486000004,72.01,-0.6199999999999903,-0.853641745835041,-4078.537319999945,0.0,0.0,-26247.361139999935,-4078.537319999945,473702.37486000004,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ILV,Core,,6578.286,473702.37486000004,72.01,-0.6199999999999903,-0.853641745835041,-4078.537319999945,0.0,0.0,-26247.361139999935,-4078.537319999945,473702.37486000004,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,ILV,Core,ILV,6578.286,473702.37486000004,72.01,-0.6199999999999903,-0.853641745835041,-4078.537319999945,0.0,0.0,-26247.361139999935,-4078.537319999945,473702.37486000004,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,JTO,,,420627.944,1118870.33104,2.66,-0.040000000000000036,-1.4814814814814827,-16825.117759999936,0.0,0.0,118559.7906732441,-16825.117759999936,1118870.33104,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,JTO,Core,,420627.944,1118870.33104,2.66,-0.040000000000000036,-1.4814814814814827,-16825.117759999936,0.0,0.0,118559.7906732441,-16825.117759999936,1118870.33104,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,JTO,Core,JTO,420627.944,1118870.33104,2.66,-0.040000000000000036,-1.4814814814814827,-16825.117759999936,0.0,0.0,118559.7906732441,-16825.117759999936,1118870.33104,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,STRK,,,-1172304.7999999996,-686697.4657816001,0.585767,-0.009861000000000009,-1.655563539658983,11560.097632799923,0.0,0.0,206865.32239701392,11560.097632799923,-686697.4657816001,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,STRK,Core,,-1172304.7999999996,-686697.4657816001,0.585767,-0.009861000000000009,-1.655563539658983,11560.097632799923,0.0,0.0,206865.32239701392,11560.097632799923,-686697.4657816001,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,STRK,Core,STRK,-1172304.7999999996,-686697.4657816001,0.585767,-0.009861000000000009,-1.655563539658983,11560.097632799923,0.0,0.0,206865.32239701392,11560.097632799923,-686697.4657816001,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,TON,,,378044.0286000001,2634966.8793420005,6.97,-0.04999999999999982,-0.7122507122507098,-18902.2014299999,0.0,0.0,-53355.92334175113,-18902.2014299999,2634966.8793420005,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,TON,Core,,378044.0286000001,2634966.8793420005,6.97,-0.04999999999999982,-0.7122507122507098,-18902.2014299999,0.0,0.0,-53355.92334175113,-18902.2014299999,2634966.8793420005,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,TON,Core,TON,378044.0286000001,2634966.8793420005,6.97,-0.04999999999999982,-0.7122507122507098,-18902.2014299999,0.0,0.0,-53355.92334175113,-18902.2014299999,2634966.8793420005,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,WLD,,,-875218.0,-2030505.7600000002,2.32,-0.050000000000000266,-2.109704641350222,43760.90000000021,0.0,0.0,244305.25510086006,43760.90000000021,-2030505.7600000002,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,WLD,Core,,-875218.0,-2030505.7600000002,2.32,-0.050000000000000266,-2.109704641350222,43760.90000000021,0.0,0.0,244305.25510086006,43760.90000000021,-2030505.7600000002,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,WLD,Core,WLD,-875218.0,-2030505.7600000002,2.32,-0.050000000000000266,-2.109704641350222,43760.90000000021,0.0,0.0,244305.25510086006,43760.90000000021,-2030505.7600000002,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,XAI,,,-1184521.0,-423806.215027,0.357787,-0.007277999999999951,-1.9936175749523926,8620.943837999977,0.0,0.0,56640.37723706999,8620.943837999977,-423806.215027,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,XAI,Core,,-1184521.0,-423806.215027,0.357787,-0.007277999999999951,-1.9936175749523926,8620.943837999977,0.0,0.0,56640.37723706999,8620.943837999977,-423806.215027,0.0,0.0,0.0,0.0,0.0
Felman,Crypto,XAI,Core,XAI,-1184521.0,-423806.215027,0.357787,-0.007277999999999951,-1.9936175749523926,8620.943837999977,0.0,0.0,56640.37723706999,8620.943837999977,-423806.215027,0.0,0.0,0.0,0.0,0.0
Lending,,,,,,294760335.2175541,,,,-199.037088816287,0.0,0.0,40229634.39305405,-199.037088816287,294760335.2175541,,0.0,0.0,0.0,
Lending,Crypto,,,,,294760335.2175541,,,,-199.037088816287,0.0,0.0,40229634.39305405,-199.037088816287,294760335.2175541,,0.0,0.0,0.0,
Lending,Crypto,BTC,,,,294760335.2175541,,,,-199.037088816287,0.0,0.0,40229634.39305405,-199.037088816287,294760335.2175541,,0.0,0.0,0.0,
Lending,Crypto,BTC,E_CRYPTO_EQUITY ,,,294760335.2175541,,,,-199.037088816287,0.0,0.0,40229634.39305405,-199.037088816287,294760335.2175541,,0.0,0.0,0.0,
Lending,Crypto,BTC,E_CRYPTO_EQUITY ,ARKB,1275000.0,87060986.89680448,68.28312697788587,-4.6108221440022135e-05,-6.752501290746721e-05,-58.7879823371768,0.0,0.0,15597530.396804485,-58.7879823371768,87060986.89680448,0.0,0.0,0.0,0.0,0.0
Lending,Crypto,BTC,E_CRYPTO_EQUITY ,IBIT,5337300.0,207699348.32074958,38.91468501316201,-2.62771638190884e-05,-6.752501290076611e-05,-140.2491064791102,0.0,0.0,24632103.996249564,-140.2491064791102,207699348.32074958,0.0,0.0,0.0,0.0,0.0
Novo,,,,,,1010577897.9701377,,,,-5561935.117115214,0.0,0.0,364678345.73663247,-2020207.0153830028,974265510.3978884,,3541728.101732211,54289.79791283443,-246168.59851880552,
Novo,Crypto,,,,,1010577897.9701377,,,,-5561935.117115214,0.0,0.0,364678345.73663247,-2020207.0153830028,974265510.3978884,,3541728.101732211,54289.79791283443,-246168.59851880552,
Novo,Crypto,BGCI,,,11392.0,31432318.920703348,2759.1572086291562,33.587208629156066,1.2323003492537732,382625.48070334643,0.0,0.0,18577287.65030335,382625.48070334643,31432318.920703348,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,BGCI,AssetMgmt,,11392.0,31432318.920703348,2759.1572086291562,33.587208629156066,1.2323003492537732,382625.48070334643,0.0,0.0,18577287.65030335,382625.48070334643,31432318.920703348,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,BGCI,AssetMgmt,BGCI,11392.0,31432318.920703348,2759.1572086291562,33.587208629156066,1.2323003492537732,382625.48070334643,0.0,0.0,18577287.65030335,382625.48070334643,31432318.920703348,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,BTC,,,,665944227.2828332,,,,-2660656.462601864,0.0,0.0,146946804.83205348,881071.6391303479,629631839.7105839,,3541728.101732211,54289.79791283443,-246168.59851880552,
Novo,Crypto,BTC,Core,,,412907716.4661694,,,,-2439535.893864973,0.0,0.0,128269201.47820437,-2439535.893864973,412907716.4661694,,0.0,0.0,0.0,
Novo,Crypto,BTC,Core,BTC,4681.737305157601,317081907.6246198,67727.40266210769,-400.14614211258595,-0.5873485089893594,-1873379.1210434274,0.0,0.0,92585130.38633586,-1873379.1210434274,317081907.6246198,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,BTC,Core,BTC_MT_GOX,11319.0,95825808.84154962,8465.925332763461,-50.018267764073244,-0.5873485089893594,-566156.7728215456,0.0,0.0,35684071.091868505,-566156.7728215456,95825808.84154962,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,BTC,ETF ,,,213136369.785227,,,,-143.92045838350896,0.0,0.0,18179733.582592916,-143.92045838350896,213136369.785227,,0.0,0.0,0.0,
Novo,Crypto,BTC,ETF ,ARKB,1575000.0,107545924.99017024,68.28312697788587,-4.6108221440022135e-05,-6.752501290746721e-05,-72.62044876301661,0.0,0.0,6919153.490170246,-72.62044876301661,107545924.99017024,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,BTC,ETF ,BTCO,725000.0,49490772.76323927,68.26313484584726,-4.6094721739109445e-05,-6.752501290445318e-05,-33.41867325641215,0.0,0.0,7620423.76323927,-33.41867325641215,49490772.76323927,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,BTC,ETF ,GBTC,452797.0,27410598.79956408,60.53617581292298,-4.0877088125057526e-05,-6.7525012893319e-05,-18.5090228774352,0.0,0.0,3032007.17855998,-18.5090228774352,27410598.79956408,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,BTC,ETF ,IBIT,737230.0,28689073.232253417,38.91468501316201,-2.62771638190884e-05,-6.752501290076611e-05,-19.372313486644998,0.0,0.0,608149.1506234233,-19.372313486644998,28689073.232253417,0.0,0.0,0.0,0.0,0.0
Novo,Crypto,BTC,Options ,,,39900141.03143677,,,,-220976.6482785074,0.0,0.0,497869.77125618,3320751.4534537042,3587753.4591874722,,3541728.101732211,54289.79791283443,-246168.59851880555,
Novo,Crypto,BTC,Options ,BTCUSD-2024AUG02-C-70000=GALAXY_HK,1050.0,31144984.886848606,2544.590277256826,-159.3281694887737,-5.8924916792715765,-167269.66771316575,0.0,0.0,760529.701369714,2095288.4828847772,2671819.7911196672,43.79599571595938,2262558.150597943,47695.582552011,-166260.42836325298,0.7278824039127335
Novo,Crypto,BTC,Options ,BTCUSD-2024AUG30-C-66000=GALAXY_HK,500.0,20854511.756852493,7183.710861612461,-269.24614932796976,-3.61260837722175,-134618.85456732847,0.0,0.0,2741859.650902887,461970.9905756444,3591855.4308062303,61.583674959146855,596589.8451429729,42584.7297020242,-36484.80997237888,0.6586826624826385
